Hanwha Life Esports	Karis	43	12	31	27.9%	2.3	2.3	4.6	3	274.12	7.86	12.5	359	15.4k	440.2	70.7%	23.6%	21.2%	14	Viktor, Ahri, Corki
Hanwha Life Esports	SamD	39	12	27	30.8%	3.1	1.92	3.74	3.56	353.9	10.09	15.3	435	15.6k	444.5	69.7%	31.6%	25.6%	8	Jinx, Aphelios, Jhin
Hanwha Life Esports	OnFleek	38	11	27	28.9%	1.74	3.29	4.76	1.98	202.11	5.72	11.4	321	8.6k	243.1	67.3%	18%	19%	9	Xin Zhao, Lee Sin, Jarvan IV
Hanwha Life Esports	Vsta	38	11	27	28.9%	0.76	2.39	6.24	2.92	30.5	0.86	7.8	219	5.9k	167.8	72.5%	7.9%	12.9%	12	Karma, Nautilus, Rakan
Hanwha Life Esports	Baut	7	2	5	28.6%	0.57	3	6.57	2.38	32.71	1.03	7.3	231	3.5k	111.2	61%	4.9%	13.2%	4	Tahm Kench, Leona, Thresh
Hanwha Life Esports	Cheoni	4	0	4	0%	1.75	2.5	3.5	2.1	326	9.89	13.7	417	12.1k	366.8	56.8%	18.9%	24.7%	3	Aphelios, Zeri, Jinx
Hanwha Life Esports	Willer	3	1	2	33.3%	1.67	3	6.33	2.67	171.33	5.15	10.3	310	7.2k	217	70.6%	14.7%	17.8%	2	Xin Zhao, Hecarim
Hanwha Life Esports	Seonbi	2	0	2	0%	4	2.5	4	3.2	150.5	5.28	9.3	327	9.3k	326.9	84.2%	42.1%	19.7%	2	Viego, Xin Zhao
KT Rolster	Aiming	43	19	24	44.2%	4.28	2.14	4.12	3.92	337.84	10.06	15.3	454	18.7k	556.5	69.8%	35.6%	25.5%	12	Jinx, Aphelios, Kalista
KT Rolster	Life	43	19	24	44.2%	0.86	2.95	6.98	2.65	32.02	0.95	7.8	232	5.4k	161.9	65.2%	7.2%	13%	15	Sett, Nautilus, Leona
KT Rolster	Rascal	43	19	24	44.2%	2.67	2.88	3.98	2.31	294.02	8.75	13.5	401	14.8k	441	55.3%	22.2%	22.5%	12	Lee Sin, Gragas, Akali
KT Rolster	Cuzz	40	18	22	45%	2	2.35	6.18	3.48	185.88	5.56	10.9	325	8.2k	245.8	67%	16.4%	18.2%	11	Xin Zhao, Jarvan IV, Rek'Sai
KT Rolster	Aria	29	12	17	41.4%	2	2.1	4.86	3.26	275.24	7.99	12.7	368	13.9k	404.1	62.8%	18.3%	21%	11	LeBlanc, Twisted Fate, Orianna
KT Rolster	VicLa	14	7	7	50%	2.64	2.29	6.86	4.16	258.57	8.12	11.9	374	14.7k	461.7	66.5%	18.5%	20.3%	9	Vex, Galio, Ahri
KT Rolster	GIDEON	3	1	2	33.3%	2	2.33	3.33	2.29	203.33	5.72	11.3	317	6.8k	191.5	55.2%	20.7%	18.3%	2	Lee Sin, Viego
Kwangdong Freecs	Hoit	46	24	22	52.2%	0.74	2.46	7.63	3.41	37.87	1.07	8	228	4.1k	117.3	67.4%	6%	13%	13	Leona, Nautilus, Thresh
Kwangdong Freecs	FATE	43	21	22	48.8%	2.98	1.56	5.47	5.42	301.63	8.58	13.7	391	17.6k	500.7	70.8%	25%	22.5%	12	LeBlanc, Ryze, Syndra
Kwangdong Freecs	Ellim	42	20	22	47.6%	2.05	2.64	5.79	2.96	160.4	4.58	10.5	299	8.1k	230.8	66.3%	17.3%	17.2%	10	Xin Zhao, Lee Sin, Volibear
Kwangdong Freecs	Kiin	42	20	22	47.6%	2.33	1.9	4.5	3.59	296.17	8.45	13.6	388	16.5k	470	57.9%	19.8%	22.4%	16	Graves, Gnar, Gwen
Kwangdong Freecs	Teddy	42	20	22	47.6%	3.71	1.43	4.64	5.85	340.36	9.72	15.1	431	18k	514.9	70.8%	31.5%	24.8%	7	Aphelios, Jinx, Jhin
Liiv SANDBOX	Kael	39	11	28	28.2%	0.36	3.51	5.44	1.65	37.72	1.19	7	220	4k	124.7	67.3%	4.2%	13%	10	Leona, Nautilus, Tahm Kench
Liiv SANDBOX	Clozer	37	11	26	29.7%	2.19	2.89	3.62	2.01	283.19	8.89	12.4	388	14.8k	465.4	66.2%	24.9%	22.8%	13	Ryze, LeBlanc, Ahri
Liiv SANDBOX	Croco	37	11	26	29.7%	2.16	2.68	4.49	2.48	181.76	5.7	10.4	325	7.6k	238.8	75.7%	24.6%	19.2%	12	Lee Sin, Xin Zhao, Trundle
Liiv SANDBOX	Dove	37	11	26	29.7%	1.73	3.3	3.08	1.46	247.73	7.77	11.5	362	13.3k	415.8	54.8%	19.7%	21.3%	12	Gwen, Gragas, Gnar
Liiv SANDBOX	Ice	32	9	23	28.1%	2.44	2.47	3.03	2.22	301.91	9.47	13	408	13.2k	415.2	62.5%	27.9%	24.1%	7	Aphelios, Jinx, Zeri
Liiv SANDBOX	Envyy	9	2	7	22.2%	2.11	2.67	3	1.92	288.67	9.2	12.2	388	12.9k	409.8	63%	26%	23.3%	7	Ezreal, Aphelios, Jhin
Liiv SANDBOX	HamBak	4	0	4	0%	2.5	3.75	3.75	1.67	165.25	5.34	9.6	311	7.2k	233.8	89.3%	35.7%	19.5%	3	Lee Sin, Hecarim, Viego
Liiv SANDBOX	Howling	4	0	4	0%	0.75	3.5	2	0.79	245.25	7.93	10.4	335	11.2k	361.2	39.3%	10.7%	21%	3	Tryndamere, Gnar, Renekton
Liiv SANDBOX	Ten10	4	0	4	0%	0.75	3.5	4.25	1.43	232.75	7.53	9.9	320	9.8k	317.1	71.4%	10.7%	20.1%	3	Ahri, Syndra, Sylas
Liiv SANDBOX	Prove	2	0	2	0%	0.5	4.5	5.5	1.33	47.5	1.48	7.3	227	5.8k	182	70.6%	5.9%	13.6%	2	Leona, Renata Glasc
Nongshim RedForce	Dread	45	16	29	35.6%	2.33	2.62	4.82	2.73	192.16	5.5	11.2	321	8k	229.3	68.7%	22.4%	18.5%	12	Xin Zhao, Lee Sin, Hecarim
Nongshim RedForce	Ghost	44	16	28	36.4%	2.39	2.61	4.09	2.48	295.93	8.49	13.7	393	14.3k	410.2	62.2%	22.9%	22.7%	13	Jinx, Jhin, Aphelios
Nongshim RedForce	Canna	41	16	25	39%	2.9	2.59	3.8	2.59	307.2	8.65	14.4	405	18.5k	521.4	60.8%	26.3%	23.3%	12	Graves, Gwen, Tryndamere
Nongshim RedForce	Bdd	41	15	26	36.6%	2.27	2.12	4.39	3.14	295.46	8.41	13.2	375	14.9k	424	61.3%	20.9%	21.7%	14	Azir, Viktor, Syndra
Nongshim RedForce	Peter	25	11	14	44%	0.6	2.92	7.32	2.71	28.84	0.84	7.7	226	5.2k	151.5	71.2%	5.4%	12.9%	12	Yuumi, Thresh, Leona
Nongshim RedForce	Effort	17	4	13	23.5%	0.53	4.06	6.12	1.64	38.29	1.02	7.9	212	3.1k	84	62.1%	4.9%	12.4%	2	Nautilus, Leona
Nongshim RedForce	vital	7	1	6	14.3%	2.14	2	1.71	1.93	323.14	9.84	13.5	410	12.9k	392.8	60%	33.3%	24.1%	4	Aphelios, Jinx, Jhin
Nongshim RedForce	FIESTA	5	1	4	20%	0.8	3.8	3.4	1.11	287	8.32	12.2	353	14.1k	409.4	61.8%	11.8%	20.8%	3	Viktor, Orianna, Akali
Nongshim RedForce	DnDn	2	0	2	0%	0.5	2.5	1	0.6	234.5	8.19	9.5	333	7.8k	272.6	50%	16.7%	21.7%	2	Akshan, Gragas
Nongshim RedForce	Sylvie	2	0	2	0%	2	3.5	1.5	1	148	5.16	9.1	318	5.5k	192.3	63.6%	36.4%	18.6%	2	Volibear, Viego
Nongshim RedForce	Blessing	1	0	1	0%	0	6	9	1.5	38	0.99	8	208	4.8k	124.3	81.8%	0%	11.6%	1	Alistar
T1	Keria	47	40	7	85.1%	0.79	2.32	10.87	5.03	31.87	0.95	8.4	250	6.2k	184.1	73%	4.9%	13.1%	16	Nautilus, Thresh, Karma
T1	Faker	43	36	7	83.7%	3.72	1.88	5.47	4.88	280.51	8.36	13.8	411	17.6k	523.5	57.6%	23.3%	21.6%	12	LeBlanc, Ahri, Corki
T1	Gumayusi	43	36	7	83.7%	5.09	1.93	5.6	5.54	339.4	10.11	16	476	18.8k	561.3	67.1%	31.9%	24.9%	10	Jinx, Aphelios, Caitlyn
T1	Oner	43	36	7	83.7%	3.58	1.95	7.65	5.75	189.02	5.63	12.2	362	9.8k	290.5	70.4%	22.4%	19%	8	Lee Sin, Xin Zhao, Viego
T1	Zeus	43	36	7	83.7%	2.81	2.3	5.56	3.64	274	8.16	13.7	408	18.4k	548.4	52.5%	17.6%	21.4%	11	Jayce, Gnar, Gwen
